Date,low_regime,high_regime
2020-11-24,5.223892218847801e-05,0.9999477610778099
2020-11-25,3.909392180156011e-05,0.9999609060781969
2020-11-26,3.492102705743614e-05,0.9999650789729411
2020-11-27,3.5097906271678104e-05,0.9999649020937269
2020-11-30,3.396933874857307e-05,0.9999660306612499
2020-12-01,2.5212585283151644e-05,0.9999747874147152
2020-12-02,1.609036019797422e-05,0.9999839096398003
2020-12-03,1.0110478137200756e-05,0.9999898895218611
2020-12-04,7.144485729784026e-06,0.9999928555142685
2020-12-07,5.397484998155053e-06,0.999994602515
2020-12-08,4.527594532462386e-06,0.9999954724054656
2020-12-09,4.487539790640713e-06,0.9999955124602076
2020-12-10,3.6601140331937405e-06,0.9999963398859651
2020-12-11,3.8046323687476748e-06,0.9999961953676296
2020-12-14,4.734569758298533e-06,0.9999952654302401
